total_ret,ann_ret,ann_vol,sharpe,sortino,max_dd,calmar,win_rate,pnl_ratio,n_trades,alpha
0.20208076558699162,0.06597142716929971,0.11138709181137528,0.5922717443868344,0.8191245289446367,-0.09570675729558134,0.6893079342930107,0.5144827586206897,1.080832547413805,0,-0.18207447740320037
